id,time,team,source,size,odds,book,sport,date,timestamp,market,over/under,Line #,implied_prob,r,fd_odds,fd_odds_5s,fd_odds_10s,dk_odds,dk_odds_5s,dk_odds_10s,br_odds,br_odds_5s,br_odds_10s,czr_odds,czr_odds_5s,czr_odds_10s,es_odds,es_odds_5s,es_odds_10s,ka_odds,ka_odds_5s,ka_odds_10s,mgm_odds,mgm_odds_5s,mgm_odds_10s,li_odds,li_odds_5s,li_odds_10s,nv_odds,nv_odds_5s,nv_odds_10s,fv_odds,fv_odds_5s,fv_odds_10s
2119885,2/28/2026 4:34,krua,ws,26700,-253,d,ts,2/27/2026,23:34:53,0,,,0.7167,w,0.8182,0.8824,,0.7167,0.8239,,0.8198,0.901,,,,,,0.8333,,0.7826,0.8684,,0.8333,0.8889,,0.9103,0.9052,,,,,0.7797,0.8538,
2130478,2/28/2026 23:11,dard,ws,6500,-280,c,ts,2/28/2026,18:11:02,0,,,0.7368,w,0.8,0.8,0.7561,0.7797,0.7797,0.7283,,,,0.8,0.7368,0.7368,0.7778,0.7778,0.7333,0.7826,0.7826,0.734,0.7468,0.7468,0.7143,0.7917,0.759,0.7561,,,,0.7619,0.7416,0.7076
2065459,2/20/2026 2:13,frit,ws,6500,-320,f,ts,2/19/2026,21:13:52,0,,,0.7619,w,0.7619,0.7619,0.7619,0.8208,0.8221,0.8221,0.8198,0.8131,0.8131,0.8182,0.8182,0.8182,0.8333,0.8333,0.8333,0.7921,0.7921,0.7921,,,,0.8347,0.8333,0.8291,,,,0.7738,0.7727,0.7717
2125552,2/28/2026 20:51,birr,ws,16400,-260,c,ts,2/28/2026,15:51:52,0,,,0.7222,l,0.7917,,,0.8088,,,0.7895,,,0.7222,,,0.8182,,,0.7921,,,0.7895,,,,,,,,,0.7602,,
2127671,2/28/2026 22:10,hanf,ws,15200,-275,d,ts,2/28/2026,17:10:34,0,,,0.7333,w,0.8039,,0.8571,0.7333,,0.8413,0.7938,,0.8413,0.8333,,0.8333,0.8182,,0.8571,0.7921,,0.859,0.8,,0.84,0.8462,,0.8675,,,,0.7669,,0.8165
2026078,2/13/2026 4:43,paut,ws,6600,-340,c,ts,2/12/2026,23:43:53,0,,,0.7727,l,0.8305,,,0.8141,,,0.8131,,,0.7727,,,0.8333,,,0.8016,,,,,,0.845,,,0.8288,,,0.7849,,
2045425,2/15/2026 21:11,mont,ws,9500,-280,l,ts,2/15/2026,16:11:19,0,,,0.7368,w,0.8462,,0.7222,0.8299,,0.7118,0.8,,0.697,0.6667,,0.6667,0.8333,,0.7059,0.8016,,0.6753,,,,0.7368,,0.7183,0.7297,,0.7297,0.7573,,0.6667
2055083,2/18/2026 23:45,kord,ws,10100,-340,c,ts,2/18/2026,18:45:33,0,,,0.7727,w,0.8305,0.7727,0.7727,0.8319,0.7712,0.7712,0.8413,0.7895,0.7895,0.7727,0.7727,0.7727,0.8571,0.8,0.8,0.8016,0.7921,0.7921,,,,0.8214,0.8077,0.8077,,,,0.7917,0.7549,0.7525
2092961,2/24/2026 0:19,kasi,ws,17300,-220,c,ts,2/23/2026,19:19:44,0,,,0.6875,w,0.8182,0.7143,0.7143,0.7984,0.7093,0.7093,0.7938,0.6721,0.6721,0.6875,0.6875,0.6875,0.8182,,,0.8016,0.705,0.705,,,,0.726,0.7101,0.7059,,,,0.7455,0.6599,0.6633
2108988,2/26/2026 22:14,lia,ws,6200,-300,e,ts,2/26/2026,17:14:57,0,,,0.75,l,0.8182,0.8182,0.8182,0.8279,0.8279,0.8279,0.7753,0.7753,0.7753,0.7619,0.7619,0.7619,0.75,0.75,0.75,0.8016,0.7921,0.7921,0.7895,0.7895,0.7895,0.8095,0.8039,0.8095,,,,0.763,0.7613,0.7619
2130847,2/28/2026 23:21,dard,ws,6300,-295,d,ts,2/28/2026,18:21:39,0,,,0.7468,w,0.8,0.8,0.8,0.7468,0.7468,0.7468,,,,0.7727,0.7727,0.7727,,,,0.8016,0.8016,0.8016,0.75,0.75,0.75,0.7938,0.7849,0.7959,,,,0.7602,0.7573,0.7602
2139685,3/1/2026 22:53,dard,ws,9900,-300,c,ts,3/1/2026,17:53:34,0,,,0.75,w,0.8462,0.7778,0.7778,0.8305,0.7585,0.7585,0.7938,0.7468,0.7468,0.75,0.75,0.75,0.8182,0.8182,0.7647,0.8016,0.7826,0.7436,0.8095,0.8095,0.7468,0.7917,0.7753,0.7727,,,,0.7706,0.7403,0.7245
2140154,3/2/2026 0:16,osuw,ws,9400,-320,c,ts,3/1/2026,19:16:03,0,,,0.7619,l,0.8462,0.7872,0.7872,0.8066,0.7712,0.7712,0.8333,0.7895,0.7895,0.7619,0.7619,0.7619,0.8333,0.8333,0.7895,0.8016,0.7921,0.7727,0.8182,0.7647,0.7647,0.802,0.7826,0.7872,0.8328,0.7868,0.7868,0.7802,0.7436,0.7429
2137987,3/1/2026 19:53,stea,ws,14600,-325,d,ts,3/1/2026,14:53:39,0,,,0.7647,w,0.8039,0.875,0.875,0.7647,0.7835,0.8592,0.8198,0.8198,0.8621,0.875,0.875,0.875,,0.8182,0.8824,0.8016,0.8113,0.84,0.8261,0.8261,0.875,0.883,0.8942,0.8974,,,,0.793,0.8092,0.8403
2145485,3/3/2026 23:44,kasi,ws,6000,-360,l,ts,3/3/2026,18:44:48,0,,,0.7826,w,0.8571,0.8571,0.75,0.8489,0.8489,0.7222,0.8621,0.8621,0.7701,0.7619,0.7619,0.7727,0.8462,0.8462,0.7647,0.8016,0.8016,0.705,0.8462,0.8462,0.7468,0.7826,0.7674,0.7727,,,,0.7934,0.8069,0.7175
2019962,2/12/2026 21:11,bubl,ws,11700,-365,l,ts,2/12/2026,16:11:11,0,,,0.7849,w,,,,0.8538,0.7409,0.7409,0.8485,0.7895,0.7895,0.8,0.8,0.8,,,,0.8113,0.763,0.763,,,,0.8148,0.7872,0.7895,0.7868,0.7868,0.7868,0.8058,0.7436,0.7449
2044901,2/15/2026 20:34,gaub,ws,11300,-300,c,ts,2/15/2026,15:34:23,0,,,0.75,w,0.8462,,,0.8423,,,0.8077,,,0.75,,,0.8182,,,0.8113,,,,,,0.7802,,,0.7835,,,0.7732,,
2050238,2/17/2026 21:49,berr,ws,7800,-382,d,ts,2/17/2026,16:49:32,0,,,0.7925,w,0.8462,0.8571,0.8571,0.7925,0.8371,0.8311,0.8551,0.8551,0.8701,0.8462,0.8462,0.8462,0.8333,0.8333,0.8667,0.8113,0.8208,0.8302,,,,0.8582,0.8667,0.8773,,,,0.8058,0.8201,0.827
2054856,2/18/2026 21:23,cerj,ws,7300,-325,l,ts,2/18/2026,16:23:09,0,,,0.7647,w,0.8039,0.7297,0.7297,0.7938,0.7938,0.7382,0.8198,0.8198,0.7531,0.8333,0.7917,0.7917,,,0.75,0.8113,0.7436,0.7151,,,,0.7778,0.7531,0.759,,,,0.7821,0.7283,0.711
2074989,2/21/2026 20:21,bren,ws,15600,-340,c,ts,2/21/2026,15:21:12,0,,,0.7727,w,0.8667,0.8182,0.8182,0.848,0.8008,0.8008,0.8333,0.8,0.8,0.7727,0.7727,0.7727,0.8824,0.8824,0.8824,0.8113,0.7826,0.7826,,,,,,,,,,0.802,0.7743,0.7743
2084508,2/22/2026 1:44,ymee,ws,6600,-300,c,ts,2/21/2026,20:44:46,0,,,0.75,w,0.8,,,0.7963,,,0.7826,,,0.75,,,0.8182,,,0.8113,,,,,,0.8438,,,,,,0.7636,,
2088715,2/22/2026 18:28,zhas,ws,15500,-320,c,ts,2/22/2026,13:28:26,0,,,0.7619,w,0.8571,0.7872,0.7872,0.8239,0.7727,0.7727,0.8485,0.7826,0.7826,0.7619,0.7619,0.7619,0.8333,0.7778,0.7778,0.8113,0.7921,0.7826,,,,0.8165,0.8,0.802,,,,0.7925,0.7481,0.7481
2107029,2/26/2026 3:38,wuy,ws,12600,-325,l,ts,2/25/2026,22:38:32,0,,,0.7647,w,0.8182,0.7368,0.7368,0.8233,0.7333,0.7333,0.8276,0.7701,0.7701,0.7917,0.7917,0.7917,0.8182,0.8182,0.7647,0.8113,0.7245,0.7245,,,,0.7647,0.7647,0.7647,,,,0.7895,0.7222,0.7191
2119878,2/28/2026 4:32,krua,ws,9100,-376,d,ts,2/27/2026,23:32:23,0,,,0.7899,w,0.8462,0.8462,0.8113,0.7899,0.7972,0.7972,0.8485,0.8485,0.8485,0.8462,0.8462,0.8182,0.8,0.8182,0.8182,0.8113,0.8113,0.8016,0.8462,0.8462,0.8462,0.8582,0.8485,0.8276,,,,0.8054,0.8047,0.7912
2140201,3/2/2026 0:36,jean,ws,7000,-340,c,ts,3/1/2026,19:36:34,0,,,0.7727,w,0.8113,0.8113,0.7436,0.8496,0.8496,0.7817,0.8413,0.8413,0.7938,0.7727,0.7727,0.7727,0.8333,0.8333,0.7778,0.8113,0.8113,0.8016,0.8333,0.8333,0.7647,0.8077,0.7872,0.7826,0.8459,0.7727,0.7727,0.7859,0.7817,0.7326
2150175,3/4/2026 2:55,hiji,ws,30900,-260,c,ts,3/3/2026,21:55:57,0,,,0.7222,w,0.8571,,,0.8534,,,0.8551,,,0.7222,,,0.875,,,0.8113,,,0.8621,,,0.7701,,,,,,0.7938,,
2026259,2/13/2026 5:23,paut,ws,9800,-366,d,ts,2/12/2026,0:23:53,0,,,0.7854,l,0.8462,,0.8571,0.7854,,0.8012,0.8485,,0.8621,0.8333,,0.8333,0.8182,,0.8333,0.8208,,0.8208,,,,0.8496,,0.8529,0.998,,0.8689,0.8028,,0.8113
2026080,2/13/2026 4:44,paut,ws,13000,-340,c,ts,2/12/2026,23:44:00,0,,,0.7727,l,0.8462,,,0.8447,,,0.8333,,,0.7727,,,0.8571,,,0.8208,,,,,,0.8438,,,0.8288,,,0.8028,,
2022834,2/13/2026 1:58,shel,ws,10400,-340,c,ts,2/12/2026,20:58:42,0,,,0.7727,w,0.8667,0.8,0.8,0.8252,0.7525,0.7525,0.8333,0.7826,0.7826,0.7727,0.7727,0.7727,0.8333,0.7647,0.7647,0.8208,0.7727,0.7826,,,,0.7938,0.7938,0.7938,0.7938,0.7938,0.7967,0.7925,0.7487,0.7494
2042677,2/15/2026 16:03,wong,ws,6400,-362,d,ts,2/15/2026,11:03:56,0,,,0.7835,w,0.8462,0.8462,0.8462,0.7835,0.8016,0.8016,0.8276,0.8276,0.8276,0.8462,0.8571,0.8571,0.8182,0.8182,0.8333,0.8208,0.8302,0.8302,,,,0.8291,0.8333,0.8438,0.8397,0.8397,0.8529,0.7951,0.7976,0.7996
2071688,2/21/2026 17:10,brac,ws,7600,-305,d,ts,2/21/2026,12:10:56,0,,,0.7531,w,0.8182,0.8182,0.8182,0.7531,0.7531,0.7531,0.7826,0.7826,0.7826,,0.7222,0.7222,,,,0.8208,0.8208,0.8302,,,,,,,,,,0.7685,0.7653,0.7658
2076392,2/21/2026 21:07,carl,ws,6600,-340,c,ts,2/21/2026,16:07:37,0,,,0.7727,w,0.8462,0.8,0.8,0.8102,0.7899,0.7899,0.8131,0.7895,0.7895,0.7727,0.7727,0.7727,0.8333,0.7895,0.7895,0.8208,0.8302,0.8302,,,,,,,,,,0.7849,0.7561,0.7561
2084342,2/22/2026 1:37,ymee,ws,20400,-280,c,ts,2/21/2026,20:37:29,0,,,0.7368,w,0.8571,0.7826,,0.8369,0.7696,,0.8276,0.7354,,0.7368,0.7368,,0.8333,0.7778,,0.8208,0.7921,,,,,0.7826,0.7826,,,,,0.7817,0.7354,
2088515,2/22/2026 17:10,vall,ws,6100,-380,c,ts,2/22/2026,12:10:25,0,,,0.7917,w,0.8571,,0.8571,0.8374,,0.8397,0.8413,,0.8276,0.7917,,0.7917,0.8333,,0.8333,0.8208,,0.8302,,,,0.845,,0.8649,,,,0.8024,,0.8047
2101967,2/25/2026 23:28,kasi,ws,15800,-270,l,ts,2/25/2026,18:28:34,0,,,0.7297,w,0.8462,,,0.8148,,,0.8198,,,0.6875,,,0.8333,,,0.8208,,,,,,0.7297,,,,,,0.7653,,
2113403,2/27/2026 2:32,kecm,ws,18200,-300,c,ts,2/26/2026,21:32:36,0,,,0.75,w,0.8667,0.7619,,0.8492,0.7579,,0.8077,0.7409,,0.75,0.75,,0.8571,0.75,,0.8208,0.7826,,0.8621,0.7647,,0.7802,0.7802,,,,,0.7908,0.7253,
2134625,3/1/2026 2:30,frec,ws,9000,-380,c,ts,2/28/2026,21:30:12,0,,,0.7917,w,0.8305,0.8305,0.7619,0.8358,0.8358,0.7934,,,,0.7917,0.7917,0.8,0.8571,0.8571,0.8571,0.8208,0.8113,0.7921,0.8667,0.8667,0.8667,0.8795,0.8387,0.8165,,,,0.8095,0.7959,0.768
2138520,3/1/2026 20:31,pard,ws,17000,-320,c,ts,3/1/2026,15:31:27,0,,,0.7619,w,0.8571,0.8276,0.8276,0.8031,0.7886,0.7886,0.8276,0.8,0.8,0.7619,0.8,0.8,0.8182,0.7895,0.7895,0.8208,0.8113,0.8113,0.8571,0.8261,0.8261,0.8361,0.8261,0.8276,,,,0.798,0.7788,0.7792
2028098,2/14/2026 4:30,foki,ws,8900,-400,c,ts,2/13/2026,23:30:41,0,,,0.8,l,0.875,0.8182,0.8182,0.8734,0.8239,0.8224,0.8485,0.8077,0.8077,0.8,0.8,0.8,0.8667,,,0.8302,0.8113,0.7826,,,,0.8485,0.8291,0.8305,0.8668,0.8668,0.8668,0.8162,0.7849,0.7792
2061961,2/19/2026 23:47,paut,ws,16700,-340,c,ts,2/19/2026,18:47:48,0,,,0.7727,w,0.8462,0.8462,0.8462,0.8062,0.8073,0.8073,0.8333,0.8333,0.8333,0.7727,0.8182,0.8182,0.8333,0.8462,0.8462,0.8302,0.8302,0.8302,,,,0.8561,0.8758,0.8817,,,,0.8043,0.8084,0.8084
2068700,2/20/2026 15:48,pegu,ws,9300,-426,d,ts,2/20/2026,10:48:37,0,,,0.8099,w,0.8571,,0.8889,0.8099,,0.8701,0.8701,,0.901,0.875,,0.9,0.84,,0.8947,0.8302,,0.8969,,,,0.9038,,0.9286,,,,0.8246,,0.8677
2092787,2/23/2026 18:52,pela,ws,7500,-390,d,ts,2/23/2026,13:52:46,0,,,0.7959,w,0.875,0.875,0.875,0.7959,0.8058,,0.8198,0.8198,0.8413,,,,0.8333,0.8333,0.8621,0.8302,0.84,0.859,,,,0.8675,0.875,0.8701,,,,0.8084,0.8134,0.827
2101922,2/25/2026 23:14,kasi,ws,7800,-360,l,ts,2/25/2026,18:14:11,0,,,0.7826,w,0.875,0.875,0.7619,0.8765,0.8571,0.7207,0.8413,0.8413,0.7468,0.8571,0.7619,0.7619,0.8571,0.8571,0.75,0.8302,0.8302,0.705,,,,0.8374,0.7778,0.7778,,,,0.8261,0.7963,0.7214
2108573,2/26/2026 18:30,krua,ws,8200,-400,c,ts,2/26/2026,13:30:45,0,,,0.8,w,0.875,,,0.8571,,,0.8413,,,0.8,,,0.8621,,,0.8302,,,0.8571,,,0.8496,,,,,,0.8138,,
2109095,2/26/2026 23:13,lia,ws,13600,-340,c,ts,2/26/2026,18:13:24,0,,,0.7727,l,0.8305,,,0.8331,,,0.8551,,,0.7727,,,0.8462,,,0.8302,,,0.8261,,,0.8291,,,,,,0.7984,,
2134028,3/1/2026 1:49,frec,ws,21200,-380,c,ts,2/28/2026,20:49:14,0,,,0.7917,w,0.8571,,0.7727,0.881,,0.7947,,,,0.7917,,0.7917,0.9,,0.8333,0.8302,,0.763,0.875,,0.8,,,,,,,0.8296,,0.7537
2138502,3/1/2026 20:30,pard,ws,6900,-390,d,ts,3/1/2026,15:30:29,0,,,0.7959,w,0.8571,0.8571,0.8667,0.7959,0.7959,0.8047,0.8276,0.8276,0.8276,0.8182,0.8182,0.8182,0.8333,0.8333,0.8333,0.8302,0.8302,0.84,0.8571,0.8571,0.8621,0.8582,0.854,0.8551,,,,0.8073,0.8054,0.8092
2042657,2/15/2026 15:49,svaz,ws,9000,-400,c,ts,2/15/2026,10:49:00,0,,,0.8,w,0.8824,0.8824,0.8571,0.8538,0.8538,0.8028,0.8333,0.8333,0.8077,0.8,0.8,0.8,0.8571,0.8462,0.8182,0.84,0.84,0.8113,,,,0.8561,0.84,0.8198,0.8628,0.8258,0.8258,0.8148,0.8069,0.7835
2061599,2/19/2026 19:08,tien,ws,6100,-380,c,ts,2/19/2026,14:08:29,0,,,0.7917,w,0.8462,0.7917,0.7917,0.8325,0.7685,0.7685,0.8413,0.7701,0.7701,0.7917,0.7917,0.7917,0.8462,0.8462,0.8,0.84,0.7921,0.7826,,,,0.8276,0.8039,0.8,,,,0.8039,0.7567,0.7512
2094062,2/24/2026 3:04,town,ws,35300,-260,l,ts,2/23/2026,22:04:48,0,,,0.7222,w,0.8462,,0.697,0.8423,,0.7041,0.8198,,0.6825,,,0.7059,0.8462,,0.7143,0.84,,0.6855,,,,0.7222,,0.7183,,,,0.8039,,0.6622
2119984,2/28/2026 5:04,paol,ws,19100,-320,c,ts,2/27/2026,0:04:23,0,,,0.7619,w,0.8462,0.7561,0.7561,0.8336,0.7797,,0.8485,0.7701,0.7701,0.7619,0.7619,0.7619,0.8571,0.75,0.75,0.84,0.7826,0.7537,0.84,0.7647,0.7647,0.7917,0.7895,0.7778,,,,0.7996,0.7326,0.729
2010920,2/11/2026 17:35,ryba,ws,10300,-449,d,ts,2/11/2026,12:35:05,0,,,0.8179,w,0.8667,0.8667,0.8667,0.8179,0.8188,0.8188,0.8773,0.8701,0.8701,0.875,0.875,0.875,0.8571,0.8571,0.8571,0.8494,0.8302,0.8302,,,,0.8844,0.8844,0.8844,0.8639,0.859,0.859,0.8333,0.8308,0.8308
2021731,2/13/2026 1:16,ugo,ws,9700,-430,l,ts,2/12/2026,20:16:49,0,,,0.8113,w,0.875,,,0.8571,,,0.8485,,,0.8182,,,0.8667,,,0.8494,,,,,,0.8214,,,0.802,,,0.8279,,
2050056,2/17/2026 20:34,berr,ws,13400,-325,e,ts,2/17/2026,15:34:47,0,,,0.7647,w,0.8667,0.8113,0.8113,0.8322,0.7797,0.7797,0.8276,0.7895,0.7895,0.7917,0.7917,0.7917,0.7647,0.7647,0.7647,0.8494,0.8208,0.8302,,,,0.8131,0.8058,0.8058,,,,0.7988,0.7596,0.7596
2054027,2/18/2026 7:50,anis,ws,15200,-420,d,ts,2/18/2026,2:50:03,0,,,0.8077,w,0.8462,0.8462,0.8462,0.8077,0.8233,0.8185,0.8773,0.8773,0.8851,0.9,0.9,0.9,0.8462,0.8462,0.8462,0.8494,0.8494,0.8494,,,,0.8901,0.8942,0.9005,,,,0.8319,0.8333,0.8371
2069533,2/21/2026 0:48,tien,ws,12100,-432,d,ts,2/20/2026,19:48:44,0,,,0.812,w,0.8667,,0.9,0.812,,0.8525,0.8701,,0.893,0.875,,0.9091,0.8462,,0.8824,0.8494,,0.8969,,,,0.8919,,0.9065,,,,0.8322,,0.8665
2088513,2/22/2026 17:09,vall,ws,9400,-450,c,ts,2/22/2026,12:09:52,0,,,0.8182,w,0.8824,0.8824,0.8824,0.8701,0.8718,0.8718,0.8701,0.8551,0.8551,0.8182,0.8182,0.8182,0.8621,0.8621,0.8621,0.8494,0.8494,0.859,,,,0.875,0.875,0.871,,,,0.8322,0.827,0.8273
2091205,2/22/2026 22:30,wats,ws,49900,-270,l,ts,2/22/2026,17:30:33,0,,,0.7297,w,0.8889,0.7222,,0.8553,,,0.8773,0.726,,0.8462,,,0.875,0.75,,0.8494,0.8302,,,,,0.7297,0.7297,,,,,0.84,0.6855,
2092916,2/24/2026 0:04,priz,ws,16500,-380,c,ts,2/23/2026,19:04:26,0,,,0.7917,w,0.8667,,0.8182,0.863,,0.8145,0.8413,,0.8077,0.7917,,0.7917,0.8621,,0.8182,0.8494,,0.8208,,,,0.8592,,0.8276,,,,0.8201,,0.7807
2096486,2/25/2026 1:00,frec,ws,10400,-450,c,ts,2/24/2026,20:00:52,0,,,0.8182,w,0.8571,0.8571,0.8246,0.8667,0.8667,0.8336,0.8773,0.8773,0.8413,0.8182,0.8182,0.8182,,,0.8462,0.8494,0.8494,0.8302,,,,0.8817,0.8667,0.8571,,,,0.8339,0.8302,0.8024
2136095,3/1/2026 4:31,bucs,ws,7700,-383,d,ts,2/28/2026,23:31:58,0,,,0.793,w,0.8182,0.8462,0.8462,0.793,0.8236,0.8236,,,,0.8571,0.8571,0.8571,0.8571,0.8571,0.8571,0.8494,0.84,0.84,,,,0.8718,0.8726,0.878,,,,0.8102,0.8201,0.8205
2055029,2/18/2026 23:19,agst,ws,19100,-435,d,ts,2/18/2026,18:19:14,0,,,0.8131,w,,,,0.8131,0.8433,0.8433,0.893,,,0.8889,0.8889,0.8889,,,,0.859,0.8779,0.8779,,,,0.8889,0.8864,0.8844,,,,0.8428,0.843,0.842
2061680,2/19/2026 20:02,sinn,ws,11500,-505,l,ts,2/19/2026,15:02:12,0,,,0.8347,l,0.8824,0.8246,0.8246,0.8701,0.8392,0.7608,0.8851,0.8198,0.8198,0.8571,0.8571,0.8571,0.9,0.9,0.8,0.859,0.8113,0.8113,,,,0.8347,0.8214,0.8214,,,,0.8505,0.8,0.784
2116265,2/27/2026 5:48,nakb,ws,27600,-380,c,ts,2/26/2026,0:48:32,0,,,0.7917,w,0.8667,0.7143,,0.9029,0.7118,,0.8621,0.759,,0.7917,0.7917,,0.9091,0.9091,,0.859,0.7436,,0.875,0.875,,0.7619,0.7619,,,,,0.8395,0.7442,
2047499,2/16/2026 23:04,lajo,ws,18400,-500,l,ts,2/16/2026,18:04:16,0,,,0.8333,w,0.8824,0.8,0.8,0.8864,0.8141,0.8141,0.901,0.7826,0.7826,,0.8,0.8,0.9,0.9,0.8182,0.8684,0.8208,0.7921,,,,0.8333,0.8333,0.8333,,,,0.8588,0.7778,0.7701
2088582,2/22/2026 18:00,zhas,ws,12400,-500,c,ts,2/22/2026,13:00:47,0,,,0.8333,w,0.9048,0.9048,0.9048,0.8765,0.8765,0.8765,0.893,0.893,0.893,0.8333,0.875,0.875,0.8889,0.8889,0.8889,0.8684,0.8684,0.8684,,,,0.8857,0.8883,0.8726,,,,0.8505,0.8527,0.8565
2093284,2/24/2026 1:26,priz,ws,40700,-385,l,ts,2/23/2026,20:26:12,0,,,0.7938,w,0.9,0.7826,0.7826,0.898,0.7596,0.7596,0.901,0.7938,0.7938,0.9,0.7727,0.7727,0.8621,0.9,0.7778,0.8684,0.8684,0.7537,,,,0.7938,0.7917,0.7917,,,,0.8632,0.759,0.7506
2100408,2/25/2026 4:02,hon,ws,40800,-345,l,ts,2/24/2026,23:02:00,0,,,0.7753,w,,,,0.8649,,,0.9177,,,0.7619,,,0.9,,,0.8684,,,,,,0.7753,,,,,,0.8494,,
2143566,3/3/2026 2:36,kopr,ws,37600,-355,l,ts,3/2/2026,21:36:12,0,,,0.7802,w,0.8889,0.7826,,0.8901,0.7773,,0.8851,0.7826,,0.7727,0.7727,,0.9,0.7895,,0.8684,0.7537,,0.8889,0.7647,,0.7895,0.7802,,,,,0.8302,0.7354,
2145504,3/3/2026 23:47,town,ws,11100,-514,d,ts,3/3/2026,18:47:53,0,,,0.8371,w,0.8667,0.9048,0.9048,0.8371,0.8765,0.8765,0.9177,0.9177,0.9346,0.9,0.9,0.9,0.8621,0.8621,0.8889,0.8684,0.8684,0.9063,0.8824,0.8824,0.9091,0.9123,0.9267,0.9267,,,,0.8523,0.8617,0.8782
2086010,2/22/2026 2:56,paut,ws,14900,-590,l,ts,2/21/2026,21:56:11,0,,,0.8551,w,0.9,0.8246,0.8246,0.9038,0.8311,0.8311,0.9177,0.8198,0.8198,0.8571,0.8571,0.8571,0.9231,0.8462,0.8462,0.8779,0.84,0.84,,,,0.8551,0.8551,0.8658,,,,0.8729,0.8012,0.8051
2088450,2/22/2026 15:45,priz,ws,30100,-430,l,ts,2/22/2026,10:45:32,0,,,0.8113,w,0.9048,0.8113,0.8113,0.9065,0.8035,0.8035,0.8851,0.8,0.8,0.9,0.8182,0.8182,0.9,0.7895,0.7895,0.8779,0.8302,0.7826,,,,0.8182,0.8039,0.8131,,,,0.8599,0.7763,0.7685
2095374,2/24/2026 22:40,bucs,ws,14400,-500,c,ts,2/24/2026,17:40:21,0,,,0.8333,w,0.9231,,,0.8667,0.9065,0.8734,0.8773,0.8413,0.8413,0.8333,0.8333,0.8333,0.8571,0.9091,0.8824,0.8779,0.8779,0.8684,,,,0.8907,0.8675,0.8561,,,,0.8534,0.8294,0.8201
2119887,2/28/2026 4:35,krua,ws,13000,-510,d,ts,2/27/2026,23:35:57,0,,,0.8361,w,0.8667,0.8667,0.8667,0.8361,0.8423,0.8423,0.9091,0.8851,0.8851,,,,0.8571,0.8571,0.8571,0.8779,0.8779,0.859,0.8889,0.8889,0.8889,0.9074,0.9048,0.9057,,,,0.8538,0.8494,0.8466
2141463,3/2/2026 20:15,moch,ws,23200,-400,c,ts,3/2/2026,15:15:02,0,,,0.8,w,0.8947,0.8113,0.8113,0.8851,0.8095,0.8095,0.8773,0.7753,0.7753,0.8,0.8,0.8,,,,0.8779,0.8208,0.8302,0.8889,0.8182,0.8182,0.8438,0.8291,0.8319,0.8408,0.8408,0.8408,0.8384,0.7722,0.7743
2050179,2/17/2026 21:23,berr,ws,15300,-593,d,ts,2/17/2026,16:23:08,0,,,0.8557,w,0.931,0.9259,0.9259,0.8557,0.875,0.8718,0.901,0.901,0.9177,0.9,0.9,0.9,0.8824,0.8824,0.9,0.8874,0.8779,0.8969,,,,0.9213,0.9237,0.9257,,,,0.8741,0.8729,0.8819
2061701,2/19/2026 20:17,sinn,ws,12400,-620,d,ts,2/19/2026,15:17:54,0,,,0.8611,l,0.931,0.9231,0.9231,0.8611,0.8795,0.8795,0.901,0.893,0.893,0.9,0.9,0.9,0.9,0.9,0.9,0.8874,0.8874,0.8874,,,,0.9203,0.9187,0.917,,,,0.8755,0.8734,0.8731
2069528,2/21/2026 0:48,tien,ws,11500,-578,d,ts,2/20/2026,19:48:21,0,,,0.8525,w,0.9,,,0.8525,,,0.893,,,0.9091,,,0.8824,,,0.8874,,,,,,0.9083,,,,,,0.8667,,
2073286,2/21/2026 19:21,gald,ws,10000,-600,c,ts,2/21/2026,14:21:41,0,,,0.8571,w,0.92,0.92,0.875,0.9254,0.9254,0.9153,0.901,0.901,0.901,0.8571,0.8571,0.8571,0.9,0.9,0.9,0.8874,0.8874,0.8779,,,,0.9034,0.893,0.878,,,,0.8689,0.867,0.8536
2086453,2/22/2026 3:13,paut,ws,31400,-400,c,ts,2/21/2026,22:13:05,0,,,0.8,w,0.8889,0.8039,0.8039,0.9107,0.8353,0.8353,0.9091,0.7938,0.7938,0.8,0.8,0.8,0.9231,0.8333,0.8333,0.8874,0.8113,0.8113,,,,0.8485,0.8462,0.8496,,,,0.8534,0.7831,0.7849
2094491,2/24/2026 4:42,kyps,ws,37700,-340,c,ts,2/23/2026,23:42:42,0,,,0.7727,w,0.9167,0.7872,,0.9138,0.7967,,0.9259,0.7531,,0.7727,0.7727,,0.9231,0.7778,,0.8874,0.7826,,,,,0.802,0.7959,,,,,0.8496,0.7481,
2127903,2/28/2026 22:16,hanf,ws,11700,-600,c,ts,2/28/2026,17:16:53,0,,,0.8571,w,0.9167,0.9167,0.9167,0.881,0.881,0.881,0.901,0.901,0.901,0.8571,0.875,0.875,0.8824,0.8824,0.8824,0.8874,0.8874,0.8874,0.9,0.9,0.9,0.9209,0.9219,0.9245,,,,0.871,0.8716,0.8721
2139992,3/1/2026 23:45,bucs,ws,13100,-542,d,ts,3/1/2026,18:45:54,0,,,0.8442,w,0.9,0.8889,,0.8442,0.8765,,0.8851,0.8851,,0.875,0.875,,0.9,0.9,,0.8874,0.8874,,0.9167,0.9091,,0.917,0.9163,,0.907,0.91,,0.8613,0.8603,
